id,user_id,ai_mode,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,BERTScore_Precision,BERTScore_Recall,BERTScore_F1,SBERT_ModernBERT
70,IHB1316,form,0.06978317848965022,0.31841302136317395,0.19042769857433808,0.2380467955239064,0.3414606485884627,0.8640838265419006,0.9164842963218689,0.889513012799175,0.981347382068634
74,IIV2704,form,0.10594559826210388,0.5007949125596184,0.2802547770700637,0.35135135135135137,0.42224996975820694,0.8975094556808472,0.9274663329124451,0.9122420240502904,0.9906044006347656
78,ANN1112,form,0.10399740028506663,0.4522388059701493,0.2690582959641256,0.3477611940298507,0.3877309791835691,0.884190559387207,0.9244828820228577,0.9038879190512331,0.9884483814239502
80,AEB2451,form,0.12446688451903973,0.5223251895534962,0.32236286919831225,0.39595619208087623,0.4259319448282329,0.8889504075050354,0.9274972081184387,0.9078148073471077,0.9883917570114136
85,CTL2527,form,0.10558632007736374,0.4251069900142653,0.2528571428571429,0.3252496433666191,0.38254770986935277,0.8786315321922302,0.9232506155967712,0.9003886341563346,0.9836682677268982
88,VAG2434,form,0.09767723728207897,0.43032159264931086,0.2407975460122699,0.32312404287901986,0.3590019766523957,0.8815640211105347,0.9182292222976685,0.8995231518672143,0.9858919382095337
91,KIR2546,form,0.07719944596995605,0.4284632853898561,0.2410917361637604,0.3194549583648751,0.36475081868977793,0.8722853660583496,0.9138929843902588,0.8926045668695957,0.9804309010505676
93,UOR0445,form,0.19818970427783347,0.6080347448425625,0.40696409140369966,0.5407166123778503,0.46993585497335383,0.9083513021469116,0.925471305847168,0.9168313904532164,0.990081787109375
96,EHJ2314,form,0.12760520680753124,0.5319865319865319,0.3440134907251265,0.40909090909090906,0.4324841192243646,0.8858757019042969,0.9261561036109924,0.9055681979335035,0.9839966297149658
99,ARN2026,form,0.10336082868965339,0.4931945556445156,0.28869286287089013,0.3907125700560448,0.39853383502376233,0.892664909362793,0.9248201251029968,0.9084580698015016,0.9888620376586914
104,AMR2620,form,0.20390308991363024,0.6171792152704135,0.42295430393198724,0.5217391304347826,0.4994958240469521,0.9095796346664429,0.9308273792266846,0.9200808529234348,0.9901008009910583
110,UAB0821,form,0.07158376525089659,0.3784461152882206,0.2358845671267252,0.3082706766917293,0.3660460957959033,0.8622471690177917,0.9140229225158691,0.887380450882001,0.9741663932800293
112,DLZ2800,form,0.0865029200962273,0.4214138641043239,0.2515463917525773,0.3225806451612903,0.3738877662933331,0.8813886642456055,0.9202418327331543,0.9003963033438427,0.986217737197876
